ID,Positive Event,Total Sends,Total Opens,Unique Opens,Total Clickthroughs,Unique Clickthroughs,Total Page Views,Total Visits,Average Page Time (seconds),Total Page Time (seconds),Total Form Submissions,Title,Job Function,Industry Formula,Region
19439A,0,34,12,1,0,0,21,4,78.95238095,1658,2,Partner,Business Development / Alliance Manager,0,EMEA
19440A,1,27,0,0,0,0,7,5,21.42857143,150,10,"Manager, Database Operations",Director / Development Manager,Consumer Services,Americas
19441A,0,17,31,1,1,1,50,26,26.26,1313,2,Co-Founder and Chief Technology Officer,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,EMEA
19442A,1,54,0,0,0,0,24,11,13.83333333,332,2,License management,DBA,Transportation,EMEA
19443A,0,48,25,1,0,0,,,,,3,0,Architect,Corporate Services,EMEA
19444A,0,10,6,1,1,1,376,142,61.69148936,23196,2,0,Director / Development Manager,Banks,Americas
19445A,0,99,75,1,12,1,95,27,45.15789474,4290,5,Product Manager & BI System Architect,Data Scientist,Computer Hardware,Americas
19446A,0,80,38,1,2,1,1696,330,118.9056604,201664,20,DBA,DBA,Corporate Services,EMEA
19447A,1,79,273,1,6,1,27,10,15.51851852,419,,Team Leader Web Operations,Software Developer / Engineer,Retail,EMEA
19448A,1,,,,,,,,,,,CIO Open Banking,"IT Executive (CIO, CTO, VP Engineering, etc.)",Banks,EMEA
19449A,0,9,10,1,1,1,999,210,95.2022022,95107,1,0,"Business Executive (CEO, COO, CMO, etc.)",Social/Online Media,EMEA
19450A,0,,,,,,,,,,,"Manager, Business Intelligence",Director / Development Manager,Industrial Manufacturing and Services,Americas
19451A,0,68,80,1,3,1,265,103,73.2490566,19411,2,Senior Technology Manager,OP,Corporate Services,Americas
19452A,1,7,1,1,0,0,,,,,,Manager GST,Business Development / Alliance Manager,Banks,APAC
19453A,0,13,16,1,0,0,,,,,,Architect,Architect,Telecommunications,Americas
19454A,0,117,99,1,12,1,2560,924,66.92539063,171329,23,Software Developer,DBA,Corporate Services,EMEA
19455A,0,43,0,0,0,0,,,,,,0,Software Developer / Engineer,Computer Software,EMEA
19456A,0,82,14,1,16,1,88,33,51.63636364,4544,9,0,Technical Operations,Computer Software,APAC
19457A,1,3,0,0,0,0,,,,,,Learning and Development Specialist,Director / Development Manager,Transportation,EMEA
19458A,1,,,,,,,,,,,Vice President of Managed Services,0,Computer Software,Americas
19459A,1,4,0,0,0,0,,,,,,Engineer,Software Developer / Engineer,Media,Americas
19460A,1,,,,,,,,,,,Web Application Developer,Software Developer / Engineer,Computer Software,Americas
19461A,0,,,,,,,,,,,CTO,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,Americas
19462A,0,17,10,1,0,0,4,1,53.75,215,1,Architect,Architect,Computer Software,Americas
19463A,1,,,,,,,,,,,VP Engineering,"Business Executive (CEO, COO, CMO, etc.)",Computer Software,Americas
19464A,0,,,,,,,,,,,Sr. Computer Scientist,Other,Computer Software,Americas
19465A,0,25,53,1,1,1,76,45,56.18421053,4270,1,"Dir, Infra, Ops",Director / Development Manager,Computer Software,Americas
19466A,0,,,,,,,,,,,0,0,Telecommunications,EMEA
19467A,1,,,,,,,,,,,0,0,0,Americas
19468A,0,39,0,0,0,0,,,,,,"Global Product Strategy Director, Sage X3",Director / Development Manager,Computer Software,EMEA
19469A,0,39,89,1,19,1,3989,1294,70.7139634,282078,7,Database Administrator,DBA,Computer Software,Americas
19470A,0,171,203,1,15,1,178,56,57.78089888,10285,29,"Manager, Scientific Operations",Director / Development Manager,Pharmaceuticals and Biotechnology,Americas
19471A,0,71,61,1,7,1,96,30,39.96875,3837,11,"Director, Global Strategic Partnership and Client Reporting Software",0,Corporate Services,Americas
19472A,0,47,24,1,4,1,655,133,80.93129771,53010,36,Technical Leader,DBA,Pharmaceuticals and Biotechnology,EMEA
19473A,0,48,17,1,7,1,455,87,50.92527473,23171,4,Co-founder,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,Americas
19474A,1,,,,,,,,,,,CTO,0,Computer Software,Americas
19475A,0,16,0,0,0,0,,,,,,"Senior Manager, Database Administration",Director / Development Manager,Media,Americas
19476A,1,13,0,0,0,0,373,109,62.68364611,23381,1,Solutions Architect,Architect,Media,Americas
19477A,0,54,28,1,0,0,,,,,2,IT Manager,Director / Development Manager,Pharmaceuticals and Biotechnology,APAC
19478A,0,24,19,1,6,1,8,7,3.75,30,,Manager of Integration Archie,Director / Development Manager,Retail,APAC
19479A,0,13,9,1,1,1,2,1,2,4,,CEO,"Business Executive (CEO, COO, CMO, etc.)",Government,Americas
19480A,0,48,26,1,5,1,60,18,25.73333333,1544,8,Head of BU Architect,Director / Development Manager,Government,EMEA
19481A,0,24,1,1,0,0,,,,,,AVP IT & GDS,"Business Executive (CEO, COO, CMO, etc.)",Computer Software,APAC
19482A,0,48,10,1,0,0,,,,,,Technical Manager System Planning,Technical Operations,Corporate Services,EMEA
19483A,0,50,32,1,3,1,110,27,80.01818182,8802,3,0,Technical Operations,Computer Software,Americas
19484A,1,7,0,0,0,0,,,,,,technical manager,Product / Project Manager,Financial Services,APAC
19485A,1,68,66,1,0,0,1,1,0,0,,"Senior Director, IT Infrastructure",Director / Development Manager,Retail,Americas
19486A,0,2,0,0,0,0,,,,,,Director Data Solutions,Director / Development Manager,Energy and Environmental,Americas
19487A,0,30,58,1,3,1,39,12,73.41025641,2863,3,SVP Business Solutions Group,"Business Executive (CEO, COO, CMO, etc.)",Computer Software,Americas
19488A,1,2,1,1,0,0,36,12,68.30555556,2459,4,Director of Engineering,Director / Development Manager,Real Estate,Americas
19489A,0,3,2,1,0,0,,,,,,Head Business Transformation,Director / Development Manager,Banks,EMEA
19490A,1,26,20,1,2,1,48,7,9.020833333,433,3,"EVP, Health & Wealth Solutions Technology","IT Executive (CIO, CTO, VP Engineering, etc.)",Corporate Services,Americas
19491A,1,38,5,1,0,0,,,,,,Head of Training Department,Director / Development Manager,0,EMEA
19492A,0,22,24,1,5,1,22,9,9.318181818,205,4,Data architect,Architect,Insurance,EMEA
19493A,0,2,0,0,0,0,,,,,,Purchasing Department,Other,Telecommunications,EMEA
19494A,0,1,0,0,0,0,,,,,,"Global VP, Technology & Corporate Platforms","IT Executive (CIO, CTO, VP Engineering, etc.)",Corporate Services,Americas
19495A,0,11,0,0,0,0,,,,,,"Global Head of Market, Ports & Borders","IT Executive (CIO, CTO, VP Engineering, etc.)",Electronics,EMEA
19496A,0,107,67,1,2,1,82,36,36.36585366,2982,4,Infrastructure Delivery Manager,Architect,Media,EMEA
19497A,0,48,24,1,2,1,103,22,67.16504854,6918,3,0,Architect,Corporate Services,APAC
19498A,1,3,0,0,0,0,,,,,,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",Media,Americas
19499A,0,30,31,1,1,1,10,5,17.6,176,2,Solutions Architect,Architect,Consumer Product Manufacturing,Americas
19500A,0,66,55,1,5,1,1692,445,74.1643026,125486,54,"Mid-Tier Developer, Digital Client Experience",Software Developer / Engineer,Banks,Americas
19501A,0,152,207,1,9,1,35,16,54.02857143,1891,5,SVP DevOps,"Business Executive (CEO, COO, CMO, etc.)",Computer Software,Americas
19502A,1,18,75,1,7,1,38,11,33.71052632,1281,1,Manager,Director / Development Manager,0,APAC
19503A,0,93,2,1,2,1,486,152,80.34156379,39046,12,Lead Consultant,Software Developer / Engineer,Corporate Services,Americas
19504A,0,31,1,1,1,1,2,2,0.5,1,5,CTO,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,Americas
19505A,0,4,0,0,0,0,,,,,,Architect,Architect,Telecommunications,Americas
19506A,0,46,39,1,0,0,,,,,,CTO,Director / Development Manager,Media,Americas
19507A,0,43,25,1,1,1,6,1,54.83333333,329,6,Senior Consultant,Other,Corporate Services,Americas
19508A,1,7,1,1,1,1,1,1,0,0,,0,Other,Corporate Services,EMEA
19509A,1,2,0,0,0,0,7,3,78.42857143,549,1,VP,"Business Executive (CEO, COO, CMO, etc.)",Banks,Americas
19510A,0,70,48,1,5,1,8,7,5.75,46,2,Senior Vice President Database Services,"Business Executive (CEO, COO, CMO, etc.)",Telecommunications,Americas
19511A,0,16,4,1,0,0,,,,,,COO,"Business Executive (CEO, COO, CMO, etc.)",Industrial Manufacturing and Services,EMEA
19512A,0,17,0,0,0,0,,,,,,Chief Financial Officer,"Business Executive (CEO, COO, CMO, etc.)",Schools and Education,Americas
19513A,0,1,0,0,0,0,,,,,,VP Finance,"Business Executive (CEO, COO, CMO, etc.)",Computer Software,Americas
19514A,0,27,2,1,1,1,14,3,29.35714286,411,1,Director - Database/Server/Cloud Administrator,Director / Development Manager,Corporate Services,Americas
19515A,0,29,32,1,7,1,94,17,43.62765957,4101,2,Data Architect / Manager Data Services Cloud,"Business Executive (CEO, COO, CMO, etc.)",Retail,Americas
19516A,0,,,,,,,,,,1,VP Cloud Architecture,Architect,Media,Americas
19517A,1,,,,,,,,,,1,VP Cloud Architecture,Architect,Media,Americas
19518A,0,38,77,1,1,1,18,1,30.55555556,550,2,Mobile / Web Developer,Data Scientist,Corporate Services,Americas
19519A,0,13,2,1,0,0,,,,,1,0,Other,Corporate Services,EMEA
19520A,0,19,29,1,0,0,129,61,55.53488372,7164,1,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",0,Americas
19521A,1,22,3,1,1,1,1,1,0,0,,Sr Manager Database Administration,Director / Development Manager,Financial Services,Americas
19522A,1,42,64,1,0,0,,,,,,Chief Financial Officer,"Business Executive (CEO, COO, CMO, etc.)",Media,Americas
19523A,0,22,79,1,3,1,19,9,12.26315789,233,,Head Application Development,Director / Development Manager,Corporate Services,Americas
19524A,1,12,9,1,0,0,63,7,64.76190476,4080,5,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,EMEA
19525A,1,12,1,1,4,1,6,4,6.333333333,38,,VP SRE,0,Media,Americas
19526A,0,12,1,1,4,1,6,4,6.333333333,38,,VP SRE,0,Media,Americas
19527A,0,62,101,1,6,1,35,15,29.8,1043,5,Project Manager,Product / Project Manager,Construction and Building Materials,EMEA
19528A,1,27,1,1,0,0,,,,,,0,Technical Operations,Hospitals and Healthcare,Americas
19529A,0,67,0,0,0,0,1241,479,74.61160355,92593,14,4435460724,Architect,Financial Services,Americas
19530A,0,9,0,0,0,0,,,,,,Director,Director / Development Manager,Financial Services,Americas
19531A,0,,,,,,,,,,,MD Technology,0,"Civic, Non-Profit and Membership Groups",Americas
19532A,0,118,154,1,2,1,50,12,54.46,2723,,Director of Development,Software Developer / Engineer,Computer Software,Americas
19533A,0,55,4,1,0,0,37,11,143.2432432,5300,4,Lead Programmer Analyst,Software Developer / Engineer,Hospitals and Healthcare,Americas
19534A,1,140,417,1,21,1,619,172,41.51534733,25698,26,Director – Open Integration Solutions (OIS),Director / Development Manager,Insurance,Americas
19535A,0,2,5,1,1,1,682,324,62.69648094,42759,2,Co-founder & CTO,"IT Executive (CIO, CTO, VP Engineering, etc.)",Telecommunications,Americas
19536A,1,17,63,1,7,1,93,25,46.23655914,4300,1,Assistant Vice Chancellor of Integrated Planning and Decision Support at University of Colorado,"Business Executive (CEO, COO, CMO, etc.)",Schools and Education,Americas
19537A,1,127,177,1,6,1,1120,306,69.16339286,77463,9,Director of Software,Director / Development Manager,Industrial Manufacturing and Services,Americas
19538A,0,20,0,0,0,0,,,,,,Sr. Architect,Architect,Consumer Services,Americas
19539A,0,68,6,1,0,0,,,,,1,0,Director / Development Manager,Insurance,Americas
19540A,0,,,,,,,,,,,Project Manager,Product / Project Manager,Financial Services,Americas
19541A,0,24,0,0,0,0,113,24,84.69911504,9571,5,0,Technical Operations,Aerospace and Defense,Americas
19542A,0,12,9,1,0,0,,,,,,Director of Strategic Sales,Director / Development Manager,Computer Software,Americas
19543A,0,16,0,0,0,0,8,2,125.75,1006,1,CIO/CTO,"IT Executive (CIO, CTO, VP Engineering, etc.)",Schools and Education,Americas
19544A,1,26,50,1,5,1,100,32,67.09,6709,,"Executive Director, S/W R&D",Director / Development Manager,Automotive,Americas
19545A,0,53,3,1,0,0,433,126,75.00461894,32477,2,Software Engineer,Software Developer / Engineer,Computer Software,Americas
19546A,1,,,,,,5,4,4,20,,Account Manager,0,Financial Services,APAC
19547A,1,50,88,1,1,1,13,11,73,949,1,0,Architect,Electronics,EMEA
19548A,1,7,12,1,0,0,,,,,1,Senior Security Engineer,Software Developer / Engineer,Computer Software,Americas
19549A,0,29,32,1,7,1,94,17,43.62765957,4101,2,Data Architect / Manager Data Services Cloud,"Business Executive (CEO, COO, CMO, etc.)",Retail,Americas
19550A,1,,,,,,15,4,57.53333333,863,1,Lead Architect,Architect,Government,EMEA
19551A,0,21,11,1,0,0,,,,,,Service Manager � eCommerce Solutions & Technology � MA-EC-ST-O-S,"Business Executive (CEO, COO, CMO, etc.)",Retail,EMEA
19552A,0,60,5,1,1,1,360,128,59.44444444,21400,16,0,Software Developer / Engineer,Computer Hardware,Americas
19553A,0,9,1,1,0,0,69,15,32.94202899,2273,1,Head of IT Operations and infrastructure,Director / Development Manager,Insurance,EMEA
19554A,0,20,0,0,0,0,,,,,,"Digital Operations Lead, Non ERP",Technical Operations,Energy and Environmental,Americas
19555A,1,44,171,1,2,1,4,3,0.75,3,,Principal Product Manager,Product / Project Manager,Telecommunications,Americas
19556A,1,49,43,1,5,1,742,187,73.49730458,54535,3,0,Architect,Telecommunications,Americas
19557A,1,34,12,1,0,0,21,4,78.95238095,1658,2,Partner,Business Development / Alliance Manager,0,EMEA
19558A,1,10,4,1,0,0,6,1,47.33333333,284,1,"Senior Manager, IT","Business Executive (CEO, COO, CMO, etc.)",Media,Americas
19559A,0,98,85,1,8,1,146,61,57.56849315,8405,1,Lead,Director / Development Manager,Schools and Education,Americas
19560A,1,3,4,1,0,0,,,,,,"Responsable du domaine Architecte Transverse, Stratégique et Digitale",Architect,Transportation,EMEA
19561A,1,20,36,1,1,1,106,15,58.46226415,6197,2,Assistant Director - Architect,Director / Development Manager,Financial Services,Americas
19562A,0,2,0,0,0,0,5,3,9.6,48,,Is Administrative Manager,DBA,Computer Software,Americas
19563A,0,8,8,1,0,0,,,,,,CTO and Founder,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,EMEA
19564A,0,32,6,1,6,1,70,14,58.01428571,4061,3,Technical Advisor,Director / Development Manager,Energy and Environmental,Americas
19565A,0,11,0,0,0,0,,,,,,Cloud Engineer,Software Developer / Engineer,Hospitals and Healthcare,Americas
19566A,1,68,66,1,0,0,1,1,0,0,,"Senior Director, IT Infrastructure",Director / Development Manager,Retail,Americas
19567A,0,,,,,,,,,,,Ge Cloud Service Leader,"Business Executive (CEO, COO, CMO, etc.)",Computer Software,Americas
19568A,1,44,34,1,0,0,14,5,58.85714286,824,,0,Other,Consumer Product Manufacturing,APAC
19569A,0,31,40,1,0,0,,,,,,0,Architect,Electronics,APAC
19570A,0,17,0,0,0,0,,,,,,Client Partner,Business Development / Alliance Manager,Insurance,Americas
19571A,0,16,17,1,3,1,99,37,49.37373737,4888,2,CTO,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Hardware,Americas
19572A,0,,,,,,,,,,,CTO,"IT Executive (CIO, CTO, VP Engineering, etc.)",Automotive,Americas
19573A,1,4,0,0,0,0,,,,,,Project Lead,Product / Project Manager,Energy and Environmental,EMEA
19574A,0,19,3,1,0,0,,,,,,"VP, Head of Analytics","IT Executive (CIO, CTO, VP Engineering, etc.)",Banks,Americas
19575A,0,19,3,1,0,0,,,,,,"VP, Head of Analytics","IT Executive (CIO, CTO, VP Engineering, etc.)",Banks,Americas
19576A,0,4,0,0,0,0,,,,,,"R&D Director, Communication Products for Mid & Large Enterprises",Director / Development Manager,Holding Companies,EMEA
19577A,0,17,3,1,3,1,170,34,56.31176471,9573,4,Software QA Engineer,Software Developer / Engineer,Hospitals and Healthcare,Americas
19578A,0,11,10,1,0,0,21,4,45.57142857,957,2,"VP, IT Development Manager","IT Executive (CIO, CTO, VP Engineering, etc.)",Financial Services,Americas
19579A,0,11,3,1,0,0,,,,,,Product Development Director,Director / Development Manager,Telecommunications,EMEA
19580A,1,69,0,0,0,0,789,319,68.78580482,54272,19,Database Engineer,Software Developer / Engineer,Financial Services,Americas
19581A,1,34,57,1,4,1,65,24,37.53846154,2440,21,0,Architect,Industrial Manufacturing and Services,Americas
19582A,1,1,0,0,0,0,,,,,,ED of Technology,0,Telecommunications,Americas
19583A,0,,,,,,,,,,,CTO,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,Americas
19584A,0,2,1,1,0,0,,,,,,"Managing Director at Accenture, Upstream Asset & Operations Services",Director / Development Manager,Energy and Environmental,Americas
19585A,0,9,5,1,4,1,214,73,77.87383178,16665,,Head of Product Development,Director / Development Manager,Computer Software,EMEA
19586A,0,95,18,1,4,1,16,7,13.375,214,3,Principal Data Engineer,Software Developer / Engineer,Computer Software,Americas
19587A,0,13,22,1,0,0,225,56,96.14666667,21633,1,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",Corporate Services,Americas
19588A,0,42,121,1,15,1,309,94,74.31391586,22963,16,Program Office / Principle Architect,Architect,Transportation,EMEA
19589A,1,38,0,0,0,0,,,,,,VP of IT Services,"Business Executive (CEO, COO, CMO, etc.)",Corporate Services,Americas
19590A,1,62,10,1,0,0,,,,,,Manager Open Systems Databases,Software Developer / Engineer,Transportation,EMEA
19591A,0,104,58,1,0,0,,,,,12,Lead DevOps Engineer,Technical Operations,Pharmaceuticals and Biotechnology,Americas
19592A,0,22,21,1,1,1,3,1,70.66666667,212,,Software Developer / Engineer,Software Developer / Engineer,0,Americas
19593A,0,68,27,1,0,0,,,,,,"Vice President, Infrastructure & Systems Services","IT Executive (CIO, CTO, VP Engineering, etc.)",Telecommunications,Americas
19594A,0,3,4,1,0,0,,,,,,Director Application Development,Director / Development Manager,Media,Americas
19595A,0,1,0,0,0,0,,,,,,Information Technology Specialist,0,Retail,Americas
19596A,0,5,1,1,0,0,,,,,,"Chef, Developpement et soutien - Intelligence d'affaires",Director / Development Manager,Banks,Americas
19597A,0,25,0,0,0,0,,,,,,Group Chief Information Officer,"IT Executive (CIO, CTO, VP Engineering, etc.)",Transportation,EMEA
19598A,0,32,0,0,0,0,,,,,,IT Director,Director / Development Manager,Computer Software,EMEA
19599A,1,54,14,1,3,1,36,21,83.44444444,3004,,Director Project Management,Director / Development Manager,Media,Americas
19600A,0,8,5,1,0,0,,,,,,"Program Manager, Data and Analytics",Director / Development Manager,Consumer Services,Americas
19601A,1,71,3,1,0,0,,,,,,VP of Commercial Solutions,"Business Executive (CEO, COO, CMO, etc.)",Computer Software,Americas
19602A,0,22,11,1,0,0,,,,,,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",Schools and Education,Americas
19603A,0,25,0,0,0,0,,,,,,Group Chief Information Officer,"IT Executive (CIO, CTO, VP Engineering, etc.)",Transportation,EMEA
19604A,0,9,3,1,0,0,,,,,,Vice President - Head of Product Engineering and IoT Labs,"Business Executive (CEO, COO, CMO, etc.)",Corporate Services,Americas
19605A,0,34,14,1,1,1,619,220,77.24071082,47812,3,0,"Business Executive (CEO, COO, CMO, etc.)",Computer Software,Americas
19606A,0,108,214,1,11,1,188,66,55.70744681,10473,10,CTO,DV,Telecommunications,Americas
19607A,0,29,16,1,0,0,55,10,74.29090909,4086,3,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",0,Americas
19608A,0,2,0,0,0,0,,,,,,Chief Technology Officer,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,Americas
19609A,0,16,0,0,0,0,,,,,,Head of Services Operations at Kudelski Group,"Business Executive (CEO, COO, CMO, etc.)",Corporate Services,EMEA
19610A,0,5,1,1,2,1,4,1,6.5,26,,"Business Unit Enterprise, Leitung IT Services","Business Executive (CEO, COO, CMO, etc.)",Telecommunications,EMEA
19611A,0,,,,,,121,28,41.68595041,5044,2,"Manager, Database Engineering",Director / Development Manager,Media,Americas
19612A,1,,,,,,,,,,,Software Developer / Engineer,Software Developer / Engineer,Corporate Services,Americas
19613A,0,66,153,1,3,1,223,83,56.86098655,12680,4,CTO,0,Computer Software,Americas
19614A,0,2,0,0,0,0,,,,,,Responsable Dévelopment,Product / Project Manager,Computer Software,EMEA
19615A,0,34,2,1,0,0,,,,,,Sr. Principal Software Engineer,Director / Development Manager,Media,Americas
19616A,0,7,5,1,1,1,2,1,1.5,3,,Head of Capital Markets & Treasury Application Managment,Director / Development Manager,Corporate Services,EMEA
19617A,1,15,0,0,0,0,,,,,5,0,Architect,Pharmaceuticals and Biotechnology,Americas
19618A,0,23,0,0,1,1,7,2,107.5714286,753,3,Director / Development Manager,Director / Development Manager,Financial Services,Americas
19619A,0,90,91,1,14,1,1311,222,116.0076278,152086,6,Java/IVR Developer,Software Developer / Engineer,Computer Software,Americas
19620A,1,8,0,0,0,0,,,,,,Tender Executive,"Business Executive (CEO, COO, CMO, etc.)",Transportation,APAC
19621A,1,6,0,0,0,0,,,,,,Business Systems Consultant - TAO,Software Developer / Engineer,Banks,Americas
19622A,1,137,313,1,22,1,960,297,57.93854167,55621,17,Director - Data Platforms,0,Financial Services,Americas
19623A,0,25,0,0,0,0,224,99,58.64732143,13137,2,"Lead Software Engineer, Product Owner","Business Executive (CEO, COO, CMO, etc.)",Financial Services,Americas
19624A,0,35,1,1,0,0,,,,,1,Senior Staff Software Engineer,Software Developer / Engineer,Computer Software,Americas
19625A,1,15,0,0,0,0,,,,,,Einkauf IT,Other,Computer Software,EMEA
19626A,0,39,0,0,0,0,,,,,,"Staff VP, APDS","IT Executive (CIO, CTO, VP Engineering, etc.)",Insurance,Americas
19627A,0,14,0,0,0,0,,,,,,CISO and Architect,Architect,Media,APAC
19628A,0,17,0,0,0,0,158,21,75.78481013,11974,10,IT System Analyst,"IT Executive (CIO, CTO, VP Engineering, etc.)",Corporate Services,EMEA
19629A,0,16,0,0,0,0,,,,,,VP Application Architecture,"Business Executive (CEO, COO, CMO, etc.)",Financial Services,Americas
19630A,0,14,0,0,0,0,,,,,,0,Other,Holding Companies,EMEA
19631A,0,1,4,1,4,1,7,4,3.857142857,27,,Head of Energy Management,Director / Development Manager,Energy and Environmental,EMEA
19632A,1,,,,,,,,,,,"Senior Technical Staff Member, GTS Labs",Software Developer / Engineer,Corporate Services,APAC
19633A,0,7,0,0,0,0,,,,,,0,Product / Project Manager,0,EMEA
19634A,0,143,42,1,4,1,1469,438,76.12933969,111834,68,IT Operation Director,OP,Consumer Product Manufacturing,EMEA
19635A,1,40,108,1,2,1,9,4,58,522,1,VP Platform,"Business Executive (CEO, COO, CMO, etc.)",Computer Software,Americas
19636A,0,26,5,1,1,1,4,3,44.5,178,2,Global Head Originations Delivery,"IT Executive (CIO, CTO, VP Engineering, etc.)",Banks,EMEA
19637A,0,4,0,0,0,0,,,,,,Technical Advisor,Business Development / Alliance Manager,Government,Americas
19638A,0,14,8,1,0,0,5,1,32.8,164,2,Senior Project Manager,Product / Project Manager,Corporate Services,Global
19639A,0,19,8,1,0,0,,,,,2,Group Engineering Manager,Software Developer / Engineer,Computer Software,APAC
19640A,0,6,0,0,0,0,,,,,,"Team Lead, Engineering",Software Developer / Engineer,Aerospace and Defense,Americas
19641A,1,,,,,,,,,,,"Vice President, PMO",Director / Development Manager,0,APAC
19642A,0,,,,,,,,,,,Project Manager,Product / Project Manager,Computer Hardware,APAC
19643A,0,13,1,1,0,0,,,,,,Head of Applications & Development,Director / Development Manager,Financial Services,EMEA
19644A,0,39,48,1,1,1,2,1,8.5,17,1,0,Director / Development Manager,Corporate Services,Americas
19645A,0,14,0,0,0,0,,,,,,Solution Architect,Architect,Retail,EMEA
19646A,0,18,24,1,0,0,,,,,,Integration & Application Platform Architecture,Architect,Telecommunications,EMEA
19647A,0,27,15,1,15,1,199,84,39.28140704,7817,3,Engineering Manager - Software Tools and Infrastructure,Director / Development Manager,Automotive,Americas
19648A,0,,,,,,,,,,,Founder/CIO,"IT Executive (CIO, CTO, VP Engineering, etc.)",0,Americas
19649A,0,36,7,1,0,0,,,,,,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,Americas
19650A,0,21,1,1,4,1,40,13,51.8,2072,4,Lead DBA,DBA,Retail,Americas
19651A,0,,,,,,,,,,,0,Architect,Hospitals and Healthcare,EMEA
19652A,0,2,2,1,0,0,,,,,,Extern - Program Manager Operations,Product / Project Manager,Financial Services,EMEA
19653A,0,30,0,0,0,0,,,,,,Senior Database Engineer,Software Developer / Engineer,Corporate Services,Americas
19654A,1,91,327,1,4,1,79,40,29.37974684,2321,1,Manager,Director / Development Manager,Corporate Services,Americas
19655A,0,21,8,1,1,1,24,6,16.08333333,386,,Lead Enterprise Architect,Architect,Banks,EMEA
19656A,0,92,138,1,1,1,322,168,55.6242236,17911,2,CTO,0,Hospitals and Healthcare,Americas
19657A,0,33,97,1,2,1,115,37,110.9130435,12755,13,0,Software Developer / Engineer,Retail,EMEA
19658A,0,4,0,0,0,0,,,,,,Lead Digital Architect,Architect,"Leisure, Sports and Recreation",EMEA
19659A,0,1,1,1,0,0,8,1,38.625,309,1,0,Product / Project Manager,Computer Hardware,Americas
19660A,0,19,23,1,0,0,58,17,33.17241379,1924,2,Staff Software Engineer,Software Developer / Engineer,Computer Software,Americas
19661A,0,19,170,1,0,0,,,,,,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",Corporate Services,Americas
19662A,0,76,1,1,6,1,483,114,62.94202899,30401,23,DBA,DBA,Telecommunications,Americas
19663A,0,90,41,1,6,1,1656,550,66.92270531,110824,1,Director of Engineering,Software Developer / Engineer,Computer Software,Americas
19664A,0,22,32,1,1,1,32,10,93.3125,2986,2,Product Manager,Product / Project Manager,Corporate Services,EMEA
19665A,0,8,2,1,0,0,,,,,,Infosys Client Partner - Cisco,Business Development / Alliance Manager,Telecommunications,Americas
19666A,0,36,4,1,0,0,446,180,64.23766816,28650,2,Founder,"IT Executive (CIO, CTO, VP Engineering, etc.)",0,Americas
19667A,0,67,12,1,0,0,173,90,57.71098266,9984,1,Director of Engineering,Director / Development Manager,"Business Executive (CEO, COO, CMO, etc.)",Americas
19668A,0,,,,,,,,,,,DevOps,Technical Operations,Corporate Services,Americas
19669A,0,5,0,0,0,0,,,,,,"AVP, Data Services",DBA,Banks,Americas
19670A,1,4,0,0,0,0,,,,,,0,0,Banks,Americas
19671A,0,6,76,1,5,1,638,156,108.9952978,69539,5,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",Consumer Product Manufacturing,EMEA
19672A,0,59,89,1,5,1,193,61,61.11398964,11795,8,VP of Engineering,"Business Executive (CEO, COO, CMO, etc.)",Telecommunications,Americas
19673A,1,19,22,1,1,1,223,93,87.14349776,19433,18,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",0,APAC
19674A,0,6,0,0,0,0,,,,,,"Senior Director, Information Architecture",Director / Development Manager,Insurance,Americas
19675A,0,51,71,1,8,1,640,234,69.4203125,44429,2,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",Unclassified,EMEA
19676A,0,,,,,,,,,,,IT Security Director,Director / Development Manager,Financial Services,EMEA
19677A,0,,,,,,,,,,,IT Security Director,Director / Development Manager,Financial Services,EMEA
19678A,1,13,6,1,0,0,,,,,1,Head Data Services,"Business Executive (CEO, COO, CMO, etc.)",Banks,EMEA
19679A,0,10,0,0,0,0,,,,,,Managing Director,Director / Development Manager,Corporate Services,APAC
19680A,1,38,4,1,0,0,248,91,59.77016129,14823,1,Software Developer / Engineer,Software Developer / Engineer,Computer Software,Americas
19681A,0,18,8,1,0,0,126,46,41.66666667,5250,3,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,APAC
19682A,0,26,34,1,12,1,15,4,30.93333333,464,1,0,0,Schools and Education,Americas
